movie,reviews
Little Joe,"Only occasionally will the director permit us the partial release of an old-fashioned shock. When violence does break out, she finds a way to stage it so that we feel the punch, as it were, without actually seeing it."
Little Joe,"A weirder, subtler film than its surface suggests."
Little Joe,What more can you ask from a film about a mind-controlling flower?
Little Joe,"Hausner aims to convince us that the open-endedness at stake is a productive one, but it's difficult to shake the feeling of having been deceived and manipulated by Little Joe when the closing credits roll."
Little Joe,"Just as the formal and technical aspects of Little Joe ensure its consistent mystery and surprise, so too does the film's genre fluidity guarantee that no one theme is overinvested with meaning."
Little Joe,"What if you bred a plant with the power to make people ""happy"" - and its zombified fans would kill to protect it? You'd have Jessica Hausner's mindbending 'Little Joe'-a 'Body Snatchers' for the age of antidepressants."
Little Joe,"It feels a little too muted to be truly frightening or creepy... But the aesthetic is interesting. I was disappointed, but not uninterested."
Little Joe,The film never fulfills the promise of its stylish weirdness.
Little Joe,Effectively creepy...
Little Joe,Writer/director Jessica Hausner has created a striking piece of work.
Little Joe,"""Little Joe"" manages to exert a peculiar pull in spite of being constructed with material you've likely seen elsewhere."
Little Joe,"It's one thing for a movie to be quiet in its approach. It's quite another for it to have ideas that really deserve less than a murmur, that never scale the heights of mild interest on the way to drama."
Little Joe,A delightfully oddball and dread-filled psycho-bio thriller.
Little Joe,"""Little Joe"" is a tale of exquisite refinement, not heavy-handed horror, always walking that thin line between implication and doubt."
Little Joe,"Jessica Hausner confidently expresses a thorny and disturbing theme, though perhaps with too much confidence."
Little Joe,"A deliberately clinical, even cold film about the horror of synthetic happiness, Little Joe is an impressively stylish film that puts the demands of idealized happiness under the microscope in uncomfortable, disturbing ways."
Little Joe,It gets under your skin and lays eggs there. A standout oddity.
Little Joe,"It's tricky, beguiling stuff, rendered with an eerie sterilized beauty."
Little Joe,"[Emily] Beecham is terrific, switching between conviction and doubt with frightening ease, and Ben Whishaw is well cast against his usual sweet type."
Little Joe,"In lesser hands, Little Joe would be a very dangerous film. As it stands, the latest masterful psychodrama from Austrian powerhouse Jessica Hausner still has plenty of potential to offend."
Little Joe,"Slow acting, mannered sets and stylized filming make this film itself sadly affectless."
Little Joe,"Something about Hausner's picture held me, with its narcotic pacing, its smiling, zombified performances and its intensely, almost radioactively bright digital sheen."
Little Joe,"Creepy for how mundanely uncreepy it plays its scenario, Little Joe is an existential horror movie about our inability to understand our own complicated emotions, and the allure of relenting to a kind of thoughtless, unburdened happiness."
Little Joe,It's impressive how Hausner manages to splice together all these distinctive elements so harmoniously.
Little Joe,"Pre-screening buzz suggested the film plays like a supersize Black Mirror episode, and that's not far off."
Little Joe,"None of this is represented in any compelling dramatic style, and the actors - all very talented and assured - have perhaps not had clear enough direction. It is a mood piece. Whose mood leads nowhere."
Little Joe,Hausner's too smart and too playful not to tickle you with what she's attempting.
Little Joe,"For those who engage with it, this oddly off-kilter piece of storytelling should exert a pull every bit as mesmerising as any genetically modified mood-enhancing shrub."
Little Joe,"A lifeless, tone-deaf variation on Invasion of the Body Snatchers, Little Joe rots on its own vine."
Little Joe,"Hausner works in a shivery and deliberate modernist spook-show style, one that calls up echoes of early David Cronenberg and the Stanley Kubrick of ""The Shining."""
The Painted Bird,Few films are this tough to sit through-or difficult to forget.
The Painted Bird,"For all its overworked grotesqueries, it attempts an intriguing climb from the deepest pits of horror towards some kind of stoic grace."
The Painted Bird,Deals in visual poetry that compels attention even as it wallows in unkindness.
The Painted Bird,"The sequence of events is so relentlessly brutal as to become numbing, almost comical."
The Painted Bird,"It's much easier, says The Painted Bird, to simply throw our hands in the air and declare humanity doomed."
The Painted Bird,"The Painted Bird is a brutal kind of ordeal, but eerie, unearthly and even beautiful sometimes: a bad dream that leaks into waking reality."
The Painted Bird,"With rare commitment, Marhoul sets himself to portraying such all-consuming human depravity, the only response is to crumple."
The Painted Bird,"While not exploitative and (mostly) not gratuitous, this is as tough as it gets - you bleed for this kid. Even if it gets a bit too much, you just can't look away. Thrilling filmmaking."
The Painted Bird,"There's a style and breadth to some of its imagery that contradict and complicate its ostensible realism in memorable ways... But its methods notwithstanding, The Painted Bird's endgame falls short."
The Painted Bird,"Brutal, the film is. Very powerful, except for slight manipulation."
The Painted Bird,"The effect is cumulative: you see how each successive horror really takes its toll on this kid and changes him. Impressively, it's done with little dialogue on [Peter Kotlár's] part."
The Painted Bird,"The Painted Bird is a potent, visceral but rewarding film for viewers who can withstand the onslaught of traumatizing moments."
The Painted Bird,"I must admit that staying with the film required steady purpose, but the experience, far from being numbing, was spellbinding. By the end there was no distance between me and the boy. I could see him thinking."
The Painted Bird,All of this unvarnished evil is depicted with haunting beauty and uncompromising artistry.
